Date,New_Cases,New_Deaths,Value,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,SP500_Daily_Return,New_Cases_7d_avg,New_Cases_12d_avg,retail_and_recreation_percent_change_from_baseline_change,grocery_and_pharmacy_percent_change_from_baseline_change,parks_percent_change_from_baseline_change,transit_stations_percent_change_from_baseline_change,workplaces_percent_change_from_baseline_change,residential_percent_change_from_baseline_change,New_Cases_lag_1,New_Deaths_lag_1,retail_and_recreation_percent_change_from_baseline_lag1,grocery_and_pharmacy_percent_change_from_baseline_lag1,parks_percent_change_from_baseline_lag1,transit_stations_percent_change_from_baseline_lag1,workplaces_percent_change_from_baseline_lag1,residential_percent_change_from_baseline_lag1,New_Cases_lag_3,New_Deaths_lag_3,retail_and_recreation_percent_change_from_baseline_lag3,grocery_and_pharmacy_percent_change_from_baseline_lag3,parks_percent_change_from_baseline_lag3,transit_stations_percent_change_from_baseline_lag3,workplaces_percent_change_from_baseline_lag3,residential_percent_change_from_baseline_lag3,New_Cases_lag_5,New_Deaths_lag_5,retail_and_recreation_percent_change_from_baseline_lag5,grocery_and_pharmacy_percent_change_from_baseline_lag5,parks_percent_change_from_baseline_lag5,transit_stations_percent_change_from_baseline_lag5,workplaces_percent_change_from_baseline_lag5,residential_percent_change_from_baseline_lag5,New_Cases_lag_7,New_Deaths_lag_7,retail_and_recreation_percent_change_from_baseline_lag7,grocery_and_pharmacy_percent_change_from_baseline_lag7,parks_percent_change_from_baseline_lag7,transit_stations_percent_change_from_baseline_lag7,workplaces_percent_change_from_baseline_lag7,residential_percent_change_from_baseline_lag7,is_trading_day,Market_Up
2020-04-29,30435,2247,2939.51,-34.0,-11.0,-7.0,-46.0,-47.0,19.0,0.026583874358714787,30081.85714285714,30081.85714285714,0.0,0.10000000000000009,-2.166666666666667,0.022222222222222143,-0.02083333333333337,0.5833333333333333,27005.0,2374.0,-34.0,-10.0,6.0,-45.0,-48.0,12.0,34801.0,2026.0,-40.0,-16.0,-14.0,-50.0,-48.0,21.0,31841.0,2466.0,-38.0,-14.0,-9.0,-48.0,-49.0,20.0,28763.0,2024.0,-39.0,-16.0,-7.0,-49.0,-48.0,19.0,True,1
2020-04-30,31325,2242,2912.43,-34.0,-9.0,-7.0,-47.0,-47.0,19.0,-0.009212419757034462,30618.428571428572,30618.428571428572,0.0,-0.18181818181818177,0.0,0.021739130434782705,0.0,0.0,30435.0,2247.0,-34.0,-11.0,-7.0,-46.0,-47.0,19.0,24290.0,1611.0,-35.0,-13.0,-4.0,-48.0,-46.0,18.0,34632.0,2429.0,-40.0,-14.0,-14.0,-50.0,-49.0,21.0,27569.0,2680.0,-38.0,-14.0,-8.0,-49.0,-49.0,20.0,True,0
2020-05-01,35662,1968,2830.71,-32.0,-7.0,7.0,-43.0,-45.0,18.0,-0.028059043479156554,31164.285714285714,31164.285714285714,-0.05882352941176472,-0.2222222222222222,-2.0,-0.08510638297872342,-0.04255319148936165,-0.052631578947368474,31325.0,2242.0,-34.0,-9.0,-7.0,-47.0,-47.0,19.0,27005.0,2374.0,-34.0,-10.0,6.0,-45.0,-48.0,12.0,34801.0,2026.0,-40.0,-16.0,-14.0,-50.0,-48.0,21.0,31841.0,2466.0,-38.0,-14.0,-9.0,-48.0,-49.0,20.0,True,0
2020-05-04,24912,1479,2842.74,-29.0,-7.0,5.0,-44.0,-44.0,16.0,0.004249817183674676,29775.714285714286,29775.714285714286,-0.09375,0.0,-0.2857142857142857,0.023255813953488413,-0.022222222222222254,-0.11111111111111116,35662.0,1968.0,-32.0,-7.0,7.0,-43.0,-45.0,18.0,30435.0,2247.0,-34.0,-11.0,-7.0,-46.0,-47.0,19.0,24290.0,1611.0,-35.0,-13.0,-4.0,-48.0,-46.0,18.0,34632.0,2429.0,-40.0,-14.0,-14.0,-50.0,-49.0,21.0,True,1
2020-05-05,25722,2092,2868.44,-28.0,-3.0,5.0,-43.0,-45.0,17.0,0.009040573531170715,28478.714285714286,28478.714285714286,-0.03448275862068961,-0.5714285714285714,0.0,-0.022727272727272707,0.022727272727272707,0.0625,24912.0,1479.0,-29.0,-7.0,5.0,-44.0,-44.0,16.0,31325.0,2242.0,-34.0,-9.0,-7.0,-47.0,-47.0,19.0,27005.0,2374.0,-34.0,-10.0,6.0,-45.0,-48.0,12.0,34801.0,2026.0,-40.0,-16.0,-14.0,-50.0,-48.0,21.0,True,1
2020-05-06,25926,2503,2848.42,-29.0,-6.0,6.0,-43.0,-44.0,17.0,-0.006979403438802989,28712.428571428572,28712.428571428572,0.03571428571428581,1.0,0.19999999999999996,0.0,-0.022222222222222254,0.0,25722.0,2092.0,-28.0,-3.0,5.0,-43.0,-45.0,17.0,35662.0,1968.0,-32.0,-7.0,7.0,-43.0,-45.0,18.0,30435.0,2247.0,-34.0,-11.0,-7.0,-46.0,-47.0,19.0,24290.0,1611.0,-35.0,-13.0,-4.0,-48.0,-46.0,18.0,True,0
2020-05-07,29880,2004,2881.19,-29.0,-3.0,21.0,-42.0,-44.0,17.0,0.011504623615899323,29123.14285714286,29123.14285714286,0.0,-0.5,2.5,-0.023255813953488413,0.0,0.0,25926.0,2503.0,-29.0,-6.0,6.0,-43.0,-44.0,17.0,24912.0,1479.0,-29.0,-7.0,5.0,-44.0,-44.0,16.0,31325.0,2242.0,-34.0,-9.0,-7.0,-47.0,-47.0,19.0,27005.0,2374.0,-34.0,-10.0,6.0,-45.0,-48.0,12.0,True,1
2020-05-08,29364,1652,2929.8,-32.0,-5.0,-2.0,-43.0,-43.0,18.0,0.016871501011734846,28970.14285714286,28970.14285714286,0.10344827586206895,0.6666666666666667,-1.0952380952380953,0.023809523809523725,-0.022727272727272707,0.05882352941176472,29880.0,2004.0,-29.0,-3.0,21.0,-42.0,-44.0,17.0,25722.0,2092.0,-28.0,-3.0,5.0,-43.0,-45.0,17.0,35662.0,1968.0,-32.0,-7.0,7.0,-43.0,-45.0,18.0,30435.0,2247.0,-34.0,-11.0,-7.0,-46.0,-47.0,19.0,True,1
2020-05-11,18802,1160,2930.32,-31.0,-11.0,-3.0,-44.0,-42.0,16.0,0.0001774865178509888,27181.14285714286,27181.14285714286,-0.03125,1.2000000000000002,0.5,0.023255813953488413,-0.023255813953488413,-0.11111111111111116,29364.0,1652.0,-32.0,-5.0,-2.0,-43.0,-43.0,18.0,25926.0,2503.0,-29.0,-6.0,6.0,-43.0,-44.0,17.0,24912.0,1479.0,-29.0,-7.0,5.0,-44.0,-44.0,16.0,31325.0,2242.0,-34.0,-9.0,-7.0,-47.0,-47.0,19.0,True,1
2020-05-12,24419,1858,2870.12,-28.0,-6.0,10.0,-41.0,-43.0,16.0,-0.02054383139042848,25575.0,25575.0,-0.09677419354838712,-0.4545454545454546,-4.333333333333334,-0.06818181818181823,0.023809523809523725,0.0,18802.0,1160.0,-31.0,-11.0,-3.0,-44.0,-42.0,16.0,29880.0,2004.0,-29.0,-3.0,21.0,-42.0,-44.0,17.0,25722.0,2092.0,-28.0,-3.0,5.0,-43.0,-45.0,17.0,35662.0,1968.0,-32.0,-7.0,7.0,-43.0,-45.0,18.0,True,0
2020-05-13,23024,1690,2820.0,-26.0,-5.0,18.0,-40.0,-42.0,16.0,-0.017462684487059787,25305.285714285714,25305.285714285714,-0.0714285714285714,-0.16666666666666663,0.8,-0.024390243902439046,-0.023255813953488413,0.0,24419.0,1858.0,-28.0,-6.0,10.0,-41.0,-43.0,16.0,29364.0,1652.0,-32.0,-5.0,-2.0,-43.0,-43.0,18.0,25926.0,2503.0,-29.0,-6.0,6.0,-43.0,-44.0,17.0,24912.0,1479.0,-29.0,-7.0,5.0,-44.0,-44.0,16.0,True,0
2020-05-14,27029,1697,2852.5,-28.0,-5.0,17.0,-42.0,-43.0,17.0,0.01152482269503552,25492.0,25492.0,0.07692307692307687,0.0,-0.05555555555555558,0.050000000000000044,0.023809523809523725,0.0625,23024.0,1690.0,-26.0,-5.0,18.0,-40.0,-42.0,16.0,18802.0,1160.0,-31.0,-11.0,-3.0,-44.0,-42.0,16.0,29880.0,2004.0,-29.0,-3.0,21.0,-42.0,-44.0,17.0,25722.0,2092.0,-28.0,-3.0,5.0,-43.0,-45.0,17.0,True,1
2020-05-15,28488,1533,2863.7,-29.0,-7.0,21.0,-40.0,-42.0,16.0,0.003926380368098004,25858.0,25858.0,0.03571428571428581,0.3999999999999999,0.23529411764705888,-0.04761904761904767,-0.023255813953488413,-0.05882352941176472,27029.0,1697.0,-28.0,-5.0,17.0,-42.0,-43.0,17.0,24419.0,1858.0,-28.0,-6.0,10.0,-41.0,-43.0,16.0,29364.0,1652.0,-32.0,-5.0,-2.0,-43.0,-43.0,18.0,25926.0,2503.0,-29.0,-6.0,6.0,-43.0,-44.0,17.0,True,1
2020-05-18,23052,1033,2953.91,-26.0,-8.0,2.0,-43.0,-40.0,15.0,0.03150120473513285,24882.571428571428,24882.571428571428,-0.10344827586206895,0.1428571428571428,-0.9047619047619048,0.07499999999999996,-0.04761904761904767,-0.0625,28488.0,1533.0,-29.0,-7.0,21.0,-40.0,-42.0,16.0,23024.0,1690.0,-26.0,-5.0,18.0,-40.0,-42.0,16.0,18802.0,1160.0,-31.0,-11.0,-3.0,-44.0,-42.0,16.0,29880.0,2004.0,-29.0,-3.0,21.0,-42.0,-44.0,17.0,True,1
2020-05-19,22371,1540,2922.94,-24.0,-4.0,15.0,-40.0,-41.0,15.0,-0.010484408800538914,23883.571428571428,23883.571428571428,-0.07692307692307687,-0.5,6.5,-0.06976744186046513,0.02499999999999991,0.0,23052.0,1033.0,-26.0,-8.0,2.0,-43.0,-40.0,15.0,27029.0,1697.0,-28.0,-5.0,17.0,-42.0,-43.0,17.0,24419.0,1858.0,-28.0,-6.0,10.0,-41.0,-43.0,16.0,29364.0,1652.0,-32.0,-5.0,-2.0,-43.0,-43.0,18.0,True,0
2020-05-20,23747,1391,2971.61,-22.0,-3.0,23.0,-38.0,-41.0,15.0,0.01665104312780974,24590.0,24590.0,-0.08333333333333337,-0.25,0.5333333333333334,-0.050000000000000044,0.0,0.0,22371.0,1540.0,-24.0,-4.0,15.0,-40.0,-41.0,15.0,28488.0,1533.0,-29.0,-7.0,21.0,-40.0,-42.0,16.0,23024.0,1690.0,-26.0,-5.0,18.0,-40.0,-42.0,16.0,18802.0,1160.0,-31.0,-11.0,-3.0,-44.0,-42.0,16.0,True,1
2020-05-21,27611,1436,2948.51,-22.0,-1.0,31.0,-37.0,-41.0,15.0,-0.007773563825670182,25046.0,25046.0,0.0,-0.6666666666666667,0.34782608695652173,-0.02631578947368418,0.0,0.0,23747.0,1391.0,-22.0,-3.0,23.0,-38.0,-41.0,15.0,23052.0,1033.0,-26.0,-8.0,2.0,-43.0,-40.0,15.0,27029.0,1697.0,-28.0,-5.0,17.0,-42.0,-43.0,17.0,24419.0,1858.0,-28.0,-6.0,10.0,-41.0,-43.0,16.0,True,0
2020-05-22,25592,1279,2955.45,-24.0,-2.0,31.0,-36.0,-41.0,15.0,0.002353731206609311,25412.85714285714,25412.85714285714,0.09090909090909083,1.0,0.0,-0.027027027027026973,0.0,0.0,27611.0,1436.0,-22.0,-1.0,31.0,-37.0,-41.0,15.0,22371.0,1540.0,-24.0,-4.0,15.0,-40.0,-41.0,15.0,28488.0,1533.0,-29.0,-7.0,21.0,-40.0,-42.0,16.0,23024.0,1690.0,-26.0,-5.0,18.0,-40.0,-42.0,16.0,True,1
2020-05-25,18586,759,2955.45,-28.0,-8.0,60.0,-48.0,-72.0,20.0,0.0,24206.714285714286,24206.714285714286,0.16666666666666674,3.0,0.935483870967742,0.33333333333333326,0.7560975609756098,0.33333333333333326,25592.0,1279.0,-24.0,-2.0,31.0,-36.0,-41.0,15.0,23747.0,1391.0,-22.0,-3.0,23.0,-38.0,-41.0,15.0,23052.0,1033.0,-26.0,-8.0,2.0,-43.0,-40.0,15.0,27029.0,1697.0,-28.0,-5.0,17.0,-42.0,-43.0,17.0,True,0
2020-05-26,18946,870,2991.77,-22.0,-3.0,28.0,-37.0,-39.0,14.0,0.012289160703107926,22843.571428571428,22843.571428571428,-0.2142857142857143,-0.625,-0.5333333333333333,-0.22916666666666663,-0.45833333333333337,-0.30000000000000004,18586.0,759.0,-28.0,-8.0,60.0,-48.0,-72.0,20.0,27611.0,1436.0,-22.0,-1.0,31.0,-37.0,-41.0,15.0,22371.0,1540.0,-24.0,-4.0,15.0,-40.0,-41.0,15.0,28488.0,1533.0,-29.0,-7.0,21.0,-40.0,-42.0,16.0,True,1
2020-05-27,21532,1426,3036.13,-21.0,-4.0,32.0,-37.0,-38.0,14.0,0.014827343010993532,22626.428571428572,22626.428571428572,-0.045454545454545414,0.33333333333333326,0.1428571428571428,0.0,-0.02564102564102566,0.0,18946.0,870.0,-22.0,-3.0,28.0,-37.0,-39.0,14.0,25592.0,1279.0,-24.0,-2.0,31.0,-36.0,-41.0,15.0,23747.0,1391.0,-22.0,-3.0,23.0,-38.0,-41.0,15.0,23052.0,1033.0,-26.0,-8.0,2.0,-43.0,-40.0,15.0,True,1
2020-05-28,24249,1189,3029.73,-21.0,-2.0,26.0,-37.0,-38.0,14.0,-0.0021079466294262605,22894.714285714286,22894.714285714286,0.0,-0.5,-0.1875,0.0,0.0,0.0,21532.0,1426.0,-21.0,-4.0,32.0,-37.0,-38.0,14.0,18586.0,759.0,-28.0,-8.0,60.0,-48.0,-72.0,20.0,27611.0,1436.0,-22.0,-1.0,31.0,-37.0,-41.0,15.0,22371.0,1540.0,-24.0,-4.0,15.0,-40.0,-41.0,15.0,True,0
2020-05-29,25770,1143,3044.31,-23.0,-5.0,29.0,-36.0,-37.0,14.0,0.004812310007822562,23183.714285714286,23183.714285714286,0.09523809523809534,1.5,0.11538461538461542,-0.027027027027026973,-0.02631578947368418,0.0,24249.0,1189.0,-21.0,-2.0,26.0,-37.0,-38.0,14.0,18946.0,870.0,-22.0,-3.0,28.0,-37.0,-39.0,14.0,25592.0,1279.0,-24.0,-2.0,31.0,-36.0,-41.0,15.0,23747.0,1391.0,-22.0,-3.0,23.0,-38.0,-41.0,15.0,True,1
2020-06-01,18536,735,3055.73,-18.0,-2.0,28.0,-36.0,-37.0,12.0,0.0037512605483673855,21887.285714285714,21887.285714285714,-0.21739130434782605,-0.6,-0.03448275862068961,0.0,0.0,-0.1428571428571429,25770.0,1143.0,-23.0,-5.0,29.0,-36.0,-37.0,14.0,21532.0,1426.0,-21.0,-4.0,32.0,-37.0,-38.0,14.0,18586.0,759.0,-28.0,-8.0,60.0,-48.0,-72.0,20.0,27611.0,1436.0,-22.0,-1.0,31.0,-37.0,-41.0,15.0,True,1
2020-06-02,23985,1120,3080.82,-18.0,0.0,35.0,-36.0,-37.0,13.0,0.00821080396500995,21657.714285714286,21657.714285714286,0.0,-1.0,0.25,0.0,0.0,0.08333333333333326,18536.0,735.0,-18.0,-2.0,28.0,-36.0,-37.0,12.0,24249.0,1189.0,-21.0,-2.0,26.0,-37.0,-38.0,14.0,18946.0,870.0,-22.0,-3.0,28.0,-37.0,-39.0,14.0,25592.0,1279.0,-24.0,-2.0,31.0,-36.0,-41.0,15.0,True,1
2020-06-03,21403,1053,3122.87,-16.0,1.0,33.0,-35.0,-37.0,13.0,0.013648963587616247,22060.14285714286,22060.14285714286,-0.11111111111111116,inf,-0.05714285714285716,-0.02777777777777779,0.0,0.0,23985.0,1120.0,-18.0,0.0,35.0,-36.0,-37.0,13.0,25770.0,1143.0,-23.0,-5.0,29.0,-36.0,-37.0,14.0,21532.0,1426.0,-21.0,-4.0,32.0,-37.0,-38.0,14.0,18586.0,759.0,-28.0,-8.0,60.0,-48.0,-72.0,20.0,True,1
2020-06-04,23327,1000,3112.35,-18.0,1.0,40.0,-35.0,-37.0,13.0,-0.0033686961032639573,22686.0,22686.0,0.125,0.0,0.21212121212121215,0.0,0.0,0.0,21403.0,1053.0,-16.0,1.0,33.0,-35.0,-37.0,13.0,18536.0,735.0,-18.0,-2.0,28.0,-36.0,-37.0,12.0,24249.0,1189.0,-21.0,-2.0,26.0,-37.0,-38.0,14.0,18946.0,870.0,-22.0,-3.0,28.0,-37.0,-39.0,14.0,True,0
2020-06-05,25671,902,3193.93,-20.0,-2.0,34.0,-34.0,-36.0,13.0,0.02621170498176606,23277.285714285714,23277.285714285714,0.11111111111111116,-3.0,-0.15000000000000002,-0.02857142857142858,-0.027027027027026973,0.0,23327.0,1000.0,-18.0,1.0,40.0,-35.0,-37.0,13.0,23985.0,1120.0,-18.0,0.0,35.0,-36.0,-37.0,13.0,25770.0,1143.0,-23.0,-5.0,29.0,-36.0,-37.0,14.0,21532.0,1426.0,-21.0,-4.0,32.0,-37.0,-38.0,14.0,True,1
2020-06-08,18644,689,3232.39,-16.0,-2.0,39.0,-34.0,-36.0,11.0,0.012041591393674889,22476.571428571428,22476.571428571428,-0.19999999999999996,0.0,0.1470588235294117,0.0,0.0,-0.15384615384615385,25671.0,902.0,-20.0,-2.0,34.0,-34.0,-36.0,13.0,21403.0,1053.0,-16.0,1.0,33.0,-35.0,-37.0,13.0,18536.0,735.0,-18.0,-2.0,28.0,-36.0,-37.0,12.0,24249.0,1189.0,-21.0,-2.0,26.0,-37.0,-38.0,14.0,True,1
2020-06-09,20494,939,3207.18,-16.0,-1.0,36.0,-34.0,-36.0,12.0,-0.007799182648133396,21722.85714285714,21722.85714285714,0.0,-0.5,-0.07692307692307687,0.0,0.0,0.09090909090909083,18644.0,689.0,-16.0,-2.0,39.0,-34.0,-36.0,11.0,23327.0,1000.0,-18.0,1.0,40.0,-35.0,-37.0,13.0,23985.0,1120.0,-18.0,0.0,35.0,-36.0,-37.0,13.0,25770.0,1143.0,-23.0,-5.0,29.0,-36.0,-37.0,14.0,True,0
2020-06-10,22252,951,3190.14,-14.0,-1.0,40.0,-33.0,-36.0,12.0,-0.0053130787794885,22253.714285714286,22253.714285714286,-0.125,0.0,0.11111111111111116,-0.02941176470588236,0.0,0.0,20494.0,939.0,-16.0,-1.0,36.0,-34.0,-36.0,12.0,25671.0,902.0,-20.0,-2.0,34.0,-34.0,-36.0,13.0,21403.0,1053.0,-16.0,1.0,33.0,-35.0,-37.0,13.0,18536.0,735.0,-18.0,-2.0,28.0,-36.0,-37.0,12.0,True,0
2020-06-11,23815,843,3002.1,-15.0,0.0,49.0,-33.0,-36.0,12.0,-0.058944121574601716,22229.428571428572,22229.428571428572,0.0714285714285714,-1.0,0.2250000000000001,0.0,0.0,0.0,22252.0,951.0,-14.0,-1.0,40.0,-33.0,-36.0,12.0,18644.0,689.0,-16.0,-2.0,39.0,-34.0,-36.0,11.0,23327.0,1000.0,-18.0,1.0,40.0,-35.0,-37.0,13.0,23985.0,1120.0,-18.0,0.0,35.0,-36.0,-37.0,13.0,True,0
2020-06-12,26610,770,3041.31,-17.0,-1.0,57.0,-30.0,-35.0,11.0,0.013060857399820103,22973.285714285714,22973.285714285714,0.1333333333333333,-inf,0.16326530612244894,-0.09090909090909094,-0.02777777777777779,-0.08333333333333337,23815.0,843.0,-15.0,0.0,49.0,-33.0,-36.0,12.0,20494.0,939.0,-16.0,-1.0,36.0,-34.0,-36.0,12.0,25671.0,902.0,-20.0,-2.0,34.0,-34.0,-36.0,13.0,21403.0,1053.0,-16.0,1.0,33.0,-35.0,-37.0,13.0,True,1
2020-06-15,21340,515,3066.59,-14.0,-2.0,45.0,-32.0,-35.0,11.0,0.008312207568449193,22689.428571428572,22689.428571428572,-0.17647058823529416,1.0,-0.21052631578947367,0.06666666666666665,0.0,0.0,26610.0,770.0,-17.0,-1.0,57.0,-30.0,-35.0,11.0,22252.0,951.0,-14.0,-1.0,40.0,-33.0,-36.0,12.0,18644.0,689.0,-16.0,-2.0,39.0,-34.0,-36.0,11.0,23327.0,1000.0,-18.0,1.0,40.0,-35.0,-37.0,13.0,True,1
2020-06-16,27913,795,3124.74,-13.0,1.0,57.0,-31.0,-36.0,11.0,0.018962430582503575,23009.714285714286,23009.714285714286,-0.0714285714285714,-1.5,0.2666666666666666,-0.03125,0.02857142857142847,0.0,21340.0,515.0,-14.0,-2.0,45.0,-32.0,-35.0,11.0,23815.0,843.0,-15.0,0.0,49.0,-33.0,-36.0,12.0,20494.0,939.0,-16.0,-1.0,36.0,-34.0,-36.0,12.0,25671.0,902.0,-20.0,-2.0,34.0,-34.0,-36.0,13.0,True,1
2020-06-17,28453,843,3113.49,-12.0,0.0,58.0,-31.0,-36.0,11.0,-0.0036002995449221364,24411.0,24411.0,-0.07692307692307687,-1.0,0.01754385964912286,0.0,0.0,0.0,27913.0,795.0,-13.0,1.0,57.0,-31.0,-36.0,11.0,26610.0,770.0,-17.0,-1.0,57.0,-30.0,-35.0,11.0,22252.0,951.0,-14.0,-1.0,40.0,-33.0,-36.0,12.0,18644.0,689.0,-16.0,-2.0,39.0,-34.0,-36.0,11.0,True,0
2020-06-18,28880,655,3115.34,-13.0,1.0,59.0,-31.0,-36.0,11.0,0.000594188515139038,25609.0,25609.0,0.08333333333333326,inf,0.01724137931034475,0.0,0.0,0.0,28453.0,843.0,-12.0,0.0,58.0,-31.0,-36.0,11.0,21340.0,515.0,-14.0,-2.0,45.0,-32.0,-35.0,11.0,23815.0,843.0,-15.0,0.0,49.0,-33.0,-36.0,12.0,20494.0,939.0,-16.0,-1.0,36.0,-34.0,-36.0,12.0,True,1
2020-06-19,35772,703,3097.74,-15.0,0.0,60.0,-28.0,-36.0,9.0,-0.005649463621948292,27540.428571428572,27540.428571428572,0.15384615384615374,-1.0,0.016949152542372836,-0.09677419354838712,0.0,-0.18181818181818177,28880.0,655.0,-13.0,1.0,59.0,-31.0,-36.0,11.0,27913.0,795.0,-13.0,1.0,57.0,-31.0,-36.0,11.0,26610.0,770.0,-17.0,-1.0,57.0,-30.0,-35.0,11.0,22252.0,951.0,-14.0,-1.0,40.0,-33.0,-36.0,12.0,True,0
2020-06-22,32737,473,3117.86,-16.0,-5.0,43.0,-32.0,-38.0,11.0,0.006495057687217143,28815.0,28815.0,0.06666666666666665,-inf,-0.2833333333333333,0.1428571428571428,0.05555555555555558,0.22222222222222232,35772.0,703.0,-15.0,0.0,60.0,-28.0,-36.0,9.0,28453.0,843.0,-12.0,0.0,58.0,-31.0,-36.0,11.0,21340.0,515.0,-14.0,-2.0,45.0,-32.0,-35.0,11.0,23815.0,843.0,-15.0,0.0,49.0,-33.0,-36.0,12.0,True,1
2020-06-23,38244,825,3131.29,-13.0,0.0,54.0,-30.0,-38.0,11.0,0.004307441642665166,30477.0,30477.0,-0.1875,-1.0,0.2558139534883721,-0.0625,0.0,0.0,32737.0,473.0,-16.0,-5.0,43.0,-32.0,-38.0,11.0,28880.0,655.0,-13.0,1.0,59.0,-31.0,-36.0,11.0,27913.0,795.0,-13.0,1.0,57.0,-31.0,-36.0,11.0,26610.0,770.0,-17.0,-1.0,57.0,-30.0,-35.0,11.0,True,1
2020-06-24,40431,810,3050.33,-12.0,-1.0,57.0,-30.0,-36.0,11.0,-0.025855158736495243,33204.28571428572,33204.28571428572,-0.07692307692307687,-inf,0.05555555555555558,0.0,-0.052631578947368474,0.0,38244.0,825.0,-13.0,0.0,54.0,-30.0,-38.0,11.0,35772.0,703.0,-15.0,0.0,60.0,-28.0,-36.0,9.0,28453.0,843.0,-12.0,0.0,58.0,-31.0,-36.0,11.0,21340.0,515.0,-14.0,-2.0,45.0,-32.0,-35.0,11.0,True,0
2020-06-25,43212,660,3083.76,-13.0,1.0,64.0,-29.0,-36.0,11.0,0.01095946995898811,35389.857142857145,35389.857142857145,0.08333333333333326,-2.0,0.12280701754385959,-0.033333333333333326,0.0,0.0,40431.0,810.0,-12.0,-1.0,57.0,-30.0,-36.0,11.0,32737.0,473.0,-16.0,-5.0,43.0,-32.0,-38.0,11.0,28880.0,655.0,-13.0,1.0,59.0,-31.0,-36.0,11.0,27913.0,795.0,-13.0,1.0,57.0,-31.0,-36.0,11.0,True,1
2020-06-26,49128,676,3009.05,-17.0,-3.0,57.0,-28.0,-36.0,11.0,-0.024226917788673585,38343.42857142857,38343.42857142857,0.3076923076923077,-4.0,-0.109375,-0.03448275862068961,0.0,0.0,43212.0,660.0,-13.0,1.0,64.0,-29.0,-36.0,11.0,38244.0,825.0,-13.0,0.0,54.0,-30.0,-38.0,11.0,35772.0,703.0,-15.0,0.0,60.0,-28.0,-36.0,9.0,28453.0,843.0,-12.0,0.0,58.0,-31.0,-36.0,11.0,True,0
2020-06-29,43032,445,3053.24,-13.0,-3.0,46.0,-31.0,-36.0,10.0,0.01468569814393228,40365.142857142855,40365.142857142855,-0.23529411764705888,0.0,-0.19298245614035092,0.1071428571428572,0.0,-0.09090909090909094,49128.0,676.0,-17.0,-3.0,57.0,-28.0,-36.0,11.0,40431.0,810.0,-12.0,-1.0,57.0,-30.0,-36.0,11.0,32737.0,473.0,-16.0,-5.0,43.0,-32.0,-38.0,11.0,28880.0,655.0,-13.0,1.0,59.0,-31.0,-36.0,11.0,True,1
2020-06-30,50689,700,3100.29,-10.0,1.0,50.0,-30.0,-37.0,11.0,0.015409859690034278,42496.142857142855,42496.142857142855,-0.23076923076923073,-1.3333333333333333,0.08695652173913038,-0.032258064516129004,0.02777777777777768,0.10000000000000009,43032.0,445.0,-13.0,-3.0,46.0,-31.0,-36.0,10.0,43212.0,660.0,-13.0,1.0,64.0,-29.0,-36.0,11.0,38244.0,825.0,-13.0,0.0,54.0,-30.0,-38.0,11.0,35772.0,703.0,-15.0,0.0,60.0,-28.0,-36.0,9.0,True,1
2020-07-01,55981,668,3115.86,-7.0,4.0,54.0,-27.0,-37.0,10.0,0.005022110834792981,45816.71428571428,45816.71428571428,-0.30000000000000004,3.0,0.08000000000000007,-0.09999999999999998,0.0,-0.09090909090909094,50689.0,700.0,-10.0,1.0,50.0,-30.0,-37.0,11.0,49128.0,676.0,-17.0,-3.0,57.0,-28.0,-36.0,11.0,40431.0,810.0,-12.0,-1.0,57.0,-30.0,-36.0,11.0,32737.0,473.0,-16.0,-5.0,43.0,-32.0,-38.0,11.0,True,1
2020-07-02,61627,666,3130.01,-4.0,11.0,77.0,-24.0,-39.0,10.0,0.004541282342595654,49157.142857142855,49157.142857142855,-0.4285714285714286,1.75,0.4259259259259258,-0.11111111111111116,0.054054054054053946,0.0,55981.0,668.0,-7.0,4.0,54.0,-27.0,-37.0,10.0,43032.0,445.0,-13.0,-3.0,46.0,-31.0,-36.0,10.0,43212.0,660.0,-13.0,1.0,64.0,-29.0,-36.0,11.0,38244.0,825.0,-13.0,0.0,54.0,-30.0,-38.0,11.0,True,1
2020-07-03,62425,658,3130.01,-10.0,11.0,86.0,-30.0,-57.0,14.0,0.0,52299.142857142855,52299.142857142855,1.5,0.0,0.11688311688311681,0.25,0.46153846153846145,0.3999999999999999,61627.0,666.0,-4.0,11.0,77.0,-24.0,-39.0,10.0,50689.0,700.0,-10.0,1.0,50.0,-30.0,-37.0,11.0,49128.0,676.0,-17.0,-3.0,57.0,-28.0,-36.0,11.0,40431.0,810.0,-12.0,-1.0,57.0,-30.0,-36.0,11.0,True,0
2020-07-06,51963,519,3179.72,-13.0,-2.0,48.0,-30.0,-41.0,11.0,0.0158817383970018,53549.28571428572,53549.28571428572,0.30000000000000004,-1.1818181818181819,-0.4418604651162791,0.0,-0.2807017543859649,-0.2142857142857143,62425.0,658.0,-10.0,11.0,86.0,-30.0,-57.0,14.0,55981.0,668.0,-7.0,4.0,54.0,-27.0,-37.0,10.0,43032.0,445.0,-13.0,-3.0,46.0,-31.0,-36.0,10.0,43212.0,660.0,-13.0,1.0,64.0,-29.0,-36.0,11.0,True,1
