Date,New_Cases,New_Deaths,Value,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,SP500_Daily_Return,New_Cases_7d_avg,New_Cases_12d_avg,retail_and_recreation_percent_change_from_baseline_change,grocery_and_pharmacy_percent_change_from_baseline_change,parks_percent_change_from_baseline_change,transit_stations_percent_change_from_baseline_change,workplaces_percent_change_from_baseline_change,residential_percent_change_from_baseline_change,New_Cases_lag_1,New_Deaths_lag_1,retail_and_recreation_percent_change_from_baseline_lag1,grocery_and_pharmacy_percent_change_from_baseline_lag1,parks_percent_change_from_baseline_lag1,transit_stations_percent_change_from_baseline_lag1,workplaces_percent_change_from_baseline_lag1,residential_percent_change_from_baseline_lag1,New_Cases_lag_3,New_Deaths_lag_3,retail_and_recreation_percent_change_from_baseline_lag3,grocery_and_pharmacy_percent_change_from_baseline_lag3,parks_percent_change_from_baseline_lag3,transit_stations_percent_change_from_baseline_lag3,workplaces_percent_change_from_baseline_lag3,residential_percent_change_from_baseline_lag3,New_Cases_lag_5,New_Deaths_lag_5,retail_and_recreation_percent_change_from_baseline_lag5,grocery_and_pharmacy_percent_change_from_baseline_lag5,parks_percent_change_from_baseline_lag5,transit_stations_percent_change_from_baseline_lag5,workplaces_percent_change_from_baseline_lag5,residential_percent_change_from_baseline_lag5,New_Cases_lag_7,New_Deaths_lag_7,retail_and_recreation_percent_change_from_baseline_lag7,grocery_and_pharmacy_percent_change_from_baseline_lag7,parks_percent_change_from_baseline_lag7,transit_stations_percent_change_from_baseline_lag7,workplaces_percent_change_from_baseline_lag7,residential_percent_change_from_baseline_lag7,is_trading_day,Market_Up
2020-08-14,63330,1223,3372.85,-16.0,-5.0,53.0,-29.0,-37.0,10.0,-0.00017193183199293305,58293.42857142857,58293.42857142857,0.1428571428571428,0.6666666666666667,0.0,-0.06451612903225812,0.0,0.0,55185.0,1351.0,-14.0,-3.0,53.0,-31.0,-37.0,10.0,57114.0,1385.0,-13.0,-3.0,57.0,-31.0,-38.0,10.0,65592.0,1427.0,-15.0,-5.0,57.0,-29.0,-37.0,10.0,58763.0,1419.0,-11.0,-2.0,61.0,-30.0,-37.0,10.0,True,0
2020-08-17,41141,718,3381.99,-15.0,-6.0,42.0,-32.0,-38.0,9.0,0.0027098744385312123,55672.142857142855,55672.142857142855,-0.0625,0.19999999999999996,-0.2075471698113207,0.10344827586206895,0.027027027027026973,-0.09999999999999998,63330.0,1223.0,-16.0,-5.0,53.0,-29.0,-37.0,10.0,57980.0,1449.0,-13.0,-4.0,51.0,-32.0,-37.0,10.0,49363.0,756.0,-14.0,-5.0,47.0,-32.0,-38.0,9.0,59490.0,1353.0,-13.0,-2.0,62.0,-30.0,-37.0,10.0,True,1
2020-08-18,45840,1283,3389.78,-14.0,-4.0,50.0,-32.0,-36.0,10.0,0.0023033775972136628,52850.42857142857,52850.42857142857,-0.06666666666666665,-0.33333333333333337,0.19047619047619047,0.0,-0.052631578947368474,0.11111111111111116,41141.0,718.0,-15.0,-6.0,42.0,-32.0,-38.0,9.0,55185.0,1351.0,-14.0,-3.0,53.0,-31.0,-37.0,10.0,57114.0,1385.0,-13.0,-3.0,57.0,-31.0,-38.0,10.0,65592.0,1427.0,-15.0,-5.0,57.0,-29.0,-37.0,10.0,True,1
2020-08-19,47310,1265,3374.85,-14.0,-5.0,44.0,-32.0,-36.0,10.0,-0.004404415625792857,52557.142857142855,52557.142857142855,0.0,0.25,-0.12,0.0,0.0,0.0,45840.0,1283.0,-14.0,-4.0,50.0,-32.0,-36.0,10.0,63330.0,1223.0,-16.0,-5.0,53.0,-29.0,-37.0,10.0,57980.0,1449.0,-13.0,-4.0,51.0,-32.0,-37.0,10.0,49363.0,756.0,-14.0,-5.0,47.0,-32.0,-38.0,9.0,True,0
2020-08-20,46838,1188,3385.51,-14.0,-4.0,53.0,-31.0,-36.0,10.0,0.0031586589033587575,51089.142857142855,51089.142857142855,0.0,-0.19999999999999996,0.20454545454545459,-0.03125,0.0,0.0,47310.0,1265.0,-14.0,-5.0,44.0,-32.0,-36.0,10.0,41141.0,718.0,-15.0,-6.0,42.0,-32.0,-38.0,9.0,55185.0,1351.0,-14.0,-3.0,53.0,-31.0,-37.0,10.0,57114.0,1385.0,-13.0,-3.0,57.0,-31.0,-38.0,10.0,True,1
2020-08-21,53338,1205,3397.16,-16.0,-6.0,48.0,-29.0,-36.0,9.0,0.0034411358997610275,50426.0,50426.0,0.1428571428571428,0.5,-0.09433962264150941,-0.06451612903225812,0.0,-0.09999999999999998,46838.0,1188.0,-14.0,-4.0,53.0,-31.0,-36.0,10.0,45840.0,1283.0,-14.0,-4.0,50.0,-32.0,-36.0,10.0,63330.0,1223.0,-16.0,-5.0,53.0,-29.0,-37.0,10.0,57980.0,1449.0,-13.0,-4.0,51.0,-32.0,-37.0,10.0,True,1
2020-08-24,39492,653,3431.28,-16.0,-7.0,32.0,-33.0,-36.0,10.0,0.01004368354743379,48184.142857142855,48184.142857142855,0.0,0.16666666666666674,-0.33333333333333337,0.13793103448275867,0.0,0.11111111111111116,53338.0,1205.0,-16.0,-6.0,48.0,-29.0,-36.0,9.0,47310.0,1265.0,-14.0,-5.0,44.0,-32.0,-36.0,10.0,41141.0,718.0,-15.0,-6.0,42.0,-32.0,-38.0,9.0,55185.0,1351.0,-14.0,-3.0,53.0,-31.0,-37.0,10.0,True,1
2020-08-25,43491,1188,3443.62,-15.0,-4.0,37.0,-33.0,-37.0,10.0,0.003596325569466652,45350.0,45350.0,-0.0625,-0.4285714285714286,0.15625,0.0,0.02777777777777768,0.0,39492.0,653.0,-16.0,-7.0,32.0,-33.0,-36.0,10.0,46838.0,1188.0,-14.0,-4.0,53.0,-31.0,-36.0,10.0,45840.0,1283.0,-14.0,-4.0,50.0,-32.0,-36.0,10.0,63330.0,1223.0,-16.0,-5.0,53.0,-29.0,-37.0,10.0,True,1
2020-08-26,46399,1288,3478.73,-14.0,-5.0,42.0,-32.0,-35.0,10.0,0.010195666188487662,46101.142857142855,46101.142857142855,-0.06666666666666665,0.25,0.1351351351351351,-0.030303030303030276,-0.05405405405405406,0.0,43491.0,1188.0,-15.0,-4.0,37.0,-33.0,-37.0,10.0,53338.0,1205.0,-16.0,-6.0,48.0,-29.0,-36.0,9.0,47310.0,1265.0,-14.0,-5.0,44.0,-32.0,-36.0,10.0,41141.0,718.0,-15.0,-6.0,42.0,-32.0,-38.0,9.0,True,1
2020-08-27,46249,1201,3484.55,-16.0,-6.0,41.0,-32.0,-36.0,10.0,0.0016730243508407128,46159.57142857143,46159.57142857143,0.1428571428571428,0.19999999999999996,-0.023809523809523836,0.0,0.02857142857142847,0.0,46399.0,1288.0,-14.0,-5.0,42.0,-32.0,-35.0,10.0,39492.0,653.0,-16.0,-7.0,32.0,-33.0,-36.0,10.0,46838.0,1188.0,-14.0,-4.0,53.0,-31.0,-36.0,10.0,45840.0,1283.0,-14.0,-4.0,50.0,-32.0,-36.0,10.0,True,1
2020-08-28,50213,1129,3508.01,-17.0,-8.0,37.0,-30.0,-35.0,9.0,0.006732576659826961,46574.28571428572,46574.28571428572,0.0625,0.33333333333333326,-0.09756097560975607,-0.0625,-0.02777777777777779,-0.09999999999999998,46249.0,1201.0,-16.0,-6.0,41.0,-32.0,-36.0,10.0,43491.0,1188.0,-15.0,-4.0,37.0,-33.0,-37.0,10.0,53338.0,1205.0,-16.0,-6.0,48.0,-29.0,-36.0,9.0,47310.0,1265.0,-14.0,-5.0,44.0,-32.0,-36.0,10.0,True,1
2020-08-31,36914,629,3500.31,-15.0,-7.0,30.0,-32.0,-35.0,9.0,-0.0021949766391772263,45156.57142857143,45156.57142857143,-0.11764705882352944,-0.125,-0.18918918918918914,0.06666666666666665,0.0,0.0,50213.0,1129.0,-17.0,-8.0,37.0,-30.0,-35.0,9.0,46399.0,1288.0,-14.0,-5.0,42.0,-32.0,-35.0,10.0,39492.0,653.0,-16.0,-7.0,32.0,-33.0,-36.0,10.0,46838.0,1188.0,-14.0,-4.0,53.0,-31.0,-36.0,10.0,True,0
2020-09-01,42739,1095,3526.65,-12.0,-2.0,36.0,-31.0,-36.0,9.0,0.00752504778148233,43642.42857142857,43642.42857142857,-0.19999999999999996,-0.7142857142857143,0.19999999999999996,-0.03125,0.02857142857142847,0.0,36914.0,629.0,-15.0,-7.0,30.0,-32.0,-35.0,9.0,46249.0,1201.0,-16.0,-6.0,41.0,-32.0,-36.0,10.0,43491.0,1188.0,-15.0,-4.0,37.0,-33.0,-37.0,10.0,53338.0,1205.0,-16.0,-6.0,48.0,-29.0,-36.0,9.0,True,1
2020-09-02,43937,1084,3580.84,-13.0,-5.0,35.0,-32.0,-35.0,9.0,0.015365857116526938,44277.42857142857,44277.42857142857,0.08333333333333326,1.5,-0.02777777777777779,0.032258064516129004,-0.02777777777777779,0.0,42739.0,1095.0,-12.0,-2.0,36.0,-31.0,-36.0,9.0,50213.0,1129.0,-17.0,-8.0,37.0,-30.0,-35.0,9.0,46399.0,1288.0,-14.0,-5.0,42.0,-32.0,-35.0,10.0,39492.0,653.0,-16.0,-7.0,32.0,-33.0,-36.0,10.0,True,1
2020-09-03,46004,1094,3455.06,-11.0,-1.0,45.0,-28.0,-35.0,8.0,-0.03512583639592948,44636.42857142857,44636.42857142857,-0.15384615384615385,-0.8,0.2857142857142858,-0.125,0.0,-0.11111111111111116,43937.0,1084.0,-13.0,-5.0,35.0,-32.0,-35.0,9.0,36914.0,629.0,-15.0,-7.0,30.0,-32.0,-35.0,9.0,46249.0,1201.0,-16.0,-6.0,41.0,-32.0,-36.0,10.0,43491.0,1188.0,-15.0,-4.0,37.0,-33.0,-37.0,10.0,True,0
2020-09-04,54235,1035,3426.96,-13.0,-2.0,55.0,-25.0,-36.0,8.0,-0.008132999137496877,45755.857142857145,45755.857142857145,0.18181818181818188,1.0,0.22222222222222232,-0.1071428571428571,0.02857142857142847,0.0,46004.0,1094.0,-11.0,-1.0,45.0,-28.0,-35.0,8.0,42739.0,1095.0,-12.0,-2.0,36.0,-31.0,-36.0,9.0,50213.0,1129.0,-17.0,-8.0,37.0,-30.0,-35.0,9.0,46399.0,1288.0,-14.0,-5.0,42.0,-32.0,-35.0,10.0,True,0
2020-09-07,25070,497,3426.96,-16.0,-7.0,75.0,-40.0,-71.0,16.0,0.0,42730.28571428572,42730.28571428572,0.23076923076923084,2.5,0.36363636363636354,0.6000000000000001,0.9722222222222223,1.0,54235.0,1035.0,-13.0,-2.0,55.0,-25.0,-36.0,8.0,43937.0,1084.0,-13.0,-5.0,35.0,-32.0,-35.0,9.0,36914.0,629.0,-15.0,-7.0,30.0,-32.0,-35.0,9.0,46249.0,1201.0,-16.0,-6.0,41.0,-32.0,-36.0,10.0,True,0
2020-09-08,29583,661,3331.84,-16.0,-5.0,24.0,-31.0,-37.0,9.0,-0.027756378831384043,39783.142857142855,39783.142857142855,0.0,-0.2857142857142857,-0.6799999999999999,-0.22499999999999998,-0.47887323943661975,-0.4375,25070.0,497.0,-16.0,-7.0,75.0,-40.0,-71.0,16.0,46004.0,1094.0,-11.0,-1.0,45.0,-28.0,-35.0,8.0,42739.0,1095.0,-12.0,-2.0,36.0,-31.0,-36.0,9.0,50213.0,1129.0,-17.0,-8.0,37.0,-30.0,-35.0,9.0,True,0
2020-09-09,37338,1041,3398.96,-16.0,-7.0,24.0,-32.0,-35.0,9.0,0.020145024971186976,39843.71428571428,39843.71428571428,0.0,0.3999999999999999,0.0,0.032258064516129004,-0.05405405405405406,0.0,29583.0,661.0,-16.0,-5.0,24.0,-31.0,-37.0,9.0,54235.0,1035.0,-13.0,-2.0,55.0,-25.0,-36.0,8.0,43937.0,1084.0,-13.0,-5.0,35.0,-32.0,-35.0,9.0,36914.0,629.0,-15.0,-7.0,30.0,-32.0,-35.0,9.0,True,1
2020-09-10,40350,989,3339.19,-16.0,-6.0,27.0,-32.0,-35.0,9.0,-0.017584790641843373,39502.42857142857,39502.42857142857,0.0,-0.1428571428571429,0.125,0.0,0.0,0.0,37338.0,1041.0,-16.0,-7.0,24.0,-32.0,-35.0,9.0,25070.0,497.0,-16.0,-7.0,75.0,-40.0,-71.0,16.0,46004.0,1094.0,-11.0,-1.0,45.0,-28.0,-35.0,8.0,42739.0,1095.0,-12.0,-2.0,36.0,-31.0,-36.0,9.0,True,0
2020-09-11,49091,948,3340.97,-17.0,-8.0,35.0,-30.0,-33.0,8.0,0.0005330634075928486,40238.71428571428,40238.71428571428,0.0625,0.33333333333333326,0.2962962962962963,-0.0625,-0.05714285714285716,-0.11111111111111116,40350.0,989.0,-16.0,-6.0,27.0,-32.0,-35.0,9.0,29583.0,661.0,-16.0,-5.0,24.0,-31.0,-37.0,9.0,54235.0,1035.0,-13.0,-2.0,55.0,-25.0,-36.0,8.0,43937.0,1084.0,-13.0,-5.0,35.0,-32.0,-35.0,9.0,True,1
2020-09-14,36154,580,3383.54,-16.0,-7.0,30.0,-33.0,-32.0,8.0,0.01274180851668838,38831.57142857143,38831.57142857143,-0.05882352941176472,-0.125,-0.1428571428571429,0.10000000000000009,-0.030303030303030276,0.0,49091.0,948.0,-17.0,-8.0,35.0,-30.0,-33.0,8.0,37338.0,1041.0,-16.0,-7.0,24.0,-32.0,-35.0,9.0,25070.0,497.0,-16.0,-7.0,75.0,-40.0,-71.0,16.0,46004.0,1094.0,-11.0,-1.0,45.0,-28.0,-35.0,8.0,True,1
2020-09-15,39734,1064,3401.2,-14.0,-5.0,36.0,-32.0,-33.0,9.0,0.005219385613883576,36760.0,36760.0,-0.125,-0.2857142857142857,0.19999999999999996,-0.030303030303030276,0.03125,0.125,36154.0,580.0,-16.0,-7.0,30.0,-33.0,-32.0,8.0,40350.0,989.0,-16.0,-6.0,27.0,-32.0,-35.0,9.0,29583.0,661.0,-16.0,-5.0,24.0,-31.0,-37.0,9.0,54235.0,1035.0,-13.0,-2.0,55.0,-25.0,-36.0,8.0,True,1
2020-09-16,42673,969,3385.49,-15.0,-8.0,36.0,-32.0,-33.0,9.0,-0.004618958014818264,39274.71428571428,39274.71428571428,0.0714285714285714,0.6000000000000001,0.0,0.0,0.0,0.0,39734.0,1064.0,-14.0,-5.0,36.0,-32.0,-33.0,9.0,49091.0,948.0,-17.0,-8.0,35.0,-30.0,-33.0,8.0,37338.0,1041.0,-16.0,-7.0,24.0,-32.0,-35.0,9.0,25070.0,497.0,-16.0,-7.0,75.0,-40.0,-71.0,16.0,True,0
2020-09-17,47286,874,3357.01,-16.0,-7.0,34.0,-32.0,-33.0,9.0,-0.00841237162124231,41803.71428571428,41803.71428571428,0.06666666666666665,-0.125,-0.05555555555555558,0.0,0.0,0.0,42673.0,969.0,-15.0,-8.0,36.0,-32.0,-33.0,9.0,36154.0,580.0,-16.0,-7.0,30.0,-33.0,-32.0,8.0,40350.0,989.0,-16.0,-6.0,27.0,-32.0,-35.0,9.0,29583.0,661.0,-16.0,-5.0,24.0,-31.0,-37.0,9.0,True,0
2020-09-18,50127,835,3319.47,-15.0,-7.0,35.0,-30.0,-32.0,8.0,-0.01118257020384228,43630.71428571428,43630.71428571428,-0.0625,0.0,0.02941176470588225,-0.0625,-0.030303030303030276,-0.11111111111111116,47286.0,874.0,-16.0,-7.0,34.0,-32.0,-33.0,9.0,39734.0,1064.0,-14.0,-5.0,36.0,-32.0,-33.0,9.0,49091.0,948.0,-17.0,-8.0,35.0,-30.0,-33.0,8.0,37338.0,1041.0,-16.0,-7.0,24.0,-32.0,-35.0,9.0,True,0
2020-09-21,35620,475,3281.06,-16.0,-8.0,25.0,-33.0,-33.0,9.0,-0.011571124305988612,42955.0,42955.0,0.06666666666666665,0.1428571428571428,-0.2857142857142857,0.10000000000000009,0.03125,0.125,50127.0,835.0,-15.0,-7.0,35.0,-30.0,-32.0,8.0,42673.0,969.0,-15.0,-8.0,36.0,-32.0,-33.0,9.0,36154.0,580.0,-16.0,-7.0,30.0,-33.0,-32.0,8.0,40350.0,989.0,-16.0,-6.0,27.0,-32.0,-35.0,9.0,True,0
2020-09-22,37951,893,3315.57,-15.0,-6.0,28.0,-34.0,-33.0,9.0,0.010517942372282096,41363.57142857143,41363.57142857143,-0.0625,-0.25,0.1200000000000001,0.030303030303030276,0.0,0.0,35620.0,475.0,-16.0,-8.0,25.0,-33.0,-33.0,9.0,47286.0,874.0,-16.0,-7.0,34.0,-32.0,-33.0,9.0,39734.0,1064.0,-14.0,-5.0,36.0,-32.0,-33.0,9.0,49091.0,948.0,-17.0,-8.0,35.0,-30.0,-33.0,8.0,True,1
2020-09-23,43890,974,3236.92,-15.0,-7.0,27.0,-33.0,-32.0,9.0,-0.02372141140135786,42468.71428571428,42468.71428571428,0.0,0.16666666666666674,-0.0357142857142857,-0.02941176470588236,-0.030303030303030276,0.0,37951.0,893.0,-15.0,-6.0,28.0,-34.0,-33.0,9.0,50127.0,835.0,-15.0,-7.0,35.0,-30.0,-32.0,8.0,42673.0,969.0,-15.0,-8.0,36.0,-32.0,-33.0,9.0,36154.0,580.0,-16.0,-7.0,30.0,-33.0,-32.0,8.0,True,0
2020-09-24,46418,863,3246.59,-16.0,-7.0,25.0,-33.0,-32.0,9.0,0.002987407782707008,43423.57142857143,43423.57142857143,0.06666666666666665,0.0,-0.07407407407407407,0.0,0.0,0.0,43890.0,974.0,-15.0,-7.0,27.0,-33.0,-32.0,9.0,35620.0,475.0,-16.0,-8.0,25.0,-33.0,-33.0,9.0,47286.0,874.0,-16.0,-7.0,34.0,-32.0,-33.0,9.0,39734.0,1064.0,-14.0,-5.0,36.0,-32.0,-33.0,9.0,True,1
2020-09-25,52077,873,3298.46,-16.0,-8.0,25.0,-31.0,-31.0,8.0,0.015976763311659203,44767.0,44767.0,0.0,0.1428571428571428,0.0,-0.06060606060606055,-0.03125,-0.11111111111111116,46418.0,863.0,-16.0,-7.0,25.0,-33.0,-32.0,9.0,37951.0,893.0,-15.0,-6.0,28.0,-34.0,-33.0,9.0,50127.0,835.0,-15.0,-7.0,35.0,-30.0,-32.0,8.0,42673.0,969.0,-15.0,-8.0,36.0,-32.0,-33.0,9.0,True,1
2020-09-28,37534,533,3351.6,-17.0,-8.0,12.0,-35.0,-32.0,9.0,0.016110548559024496,43373.857142857145,43373.857142857145,0.0625,0.0,-0.52,0.12903225806451624,0.032258064516129004,0.125,52077.0,873.0,-16.0,-8.0,25.0,-31.0,-31.0,8.0,43890.0,974.0,-15.0,-7.0,27.0,-33.0,-32.0,9.0,35620.0,475.0,-16.0,-8.0,25.0,-33.0,-33.0,9.0,47286.0,874.0,-16.0,-7.0,34.0,-32.0,-33.0,9.0,True,1
2020-09-29,44480,865,3335.47,-16.0,-7.0,11.0,-35.0,-32.0,9.0,-0.004812626805108078,42567.142857142855,42567.142857142855,-0.05882352941176472,-0.125,-0.08333333333333337,0.0,0.0,0.0,37534.0,533.0,-17.0,-8.0,12.0,-35.0,-32.0,9.0,46418.0,863.0,-16.0,-7.0,25.0,-33.0,-32.0,9.0,37951.0,893.0,-15.0,-6.0,28.0,-34.0,-33.0,9.0,50127.0,835.0,-15.0,-7.0,35.0,-30.0,-32.0,8.0,True,0
2020-09-30,44219,855,3363.0,-14.0,-5.0,17.0,-33.0,-32.0,8.0,0.008253709372292528,43795.57142857143,43795.57142857143,-0.125,-0.2857142857142857,0.5454545454545454,-0.05714285714285716,0.0,-0.11111111111111116,44480.0,865.0,-16.0,-7.0,11.0,-35.0,-32.0,9.0,52077.0,873.0,-16.0,-8.0,25.0,-31.0,-31.0,8.0,43890.0,974.0,-15.0,-7.0,27.0,-33.0,-32.0,9.0,35620.0,475.0,-16.0,-8.0,25.0,-33.0,-33.0,9.0,True,1
2020-10-01,47368,839,3380.8,-13.0,-2.0,21.0,-31.0,-30.0,8.0,0.005292893250074426,45140.857142857145,45140.857142857145,-0.0714285714285714,-0.6,0.23529411764705888,-0.06060606060606055,-0.0625,0.0,44219.0,855.0,-14.0,-5.0,17.0,-33.0,-32.0,8.0,37534.0,533.0,-17.0,-8.0,12.0,-35.0,-32.0,9.0,46418.0,863.0,-16.0,-7.0,25.0,-33.0,-32.0,9.0,37951.0,893.0,-15.0,-6.0,28.0,-34.0,-33.0,9.0,True,1
2020-10-02,51979,837,3348.44,-14.0,-5.0,18.0,-29.0,-30.0,8.0,-0.009571699006152401,46296.42857142857,46296.42857142857,0.07692307692307687,1.5,-0.1428571428571429,-0.06451612903225812,0.0,0.0,47368.0,839.0,-13.0,-2.0,21.0,-31.0,-30.0,8.0,44480.0,865.0,-16.0,-7.0,11.0,-35.0,-32.0,9.0,52077.0,873.0,-16.0,-8.0,25.0,-31.0,-31.0,8.0,43890.0,974.0,-15.0,-7.0,27.0,-33.0,-32.0,9.0,True,0
2020-10-05,39728,559,3408.63,-15.0,-5.0,15.0,-32.0,-32.0,8.0,0.01797553487594228,45340.71428571428,45340.71428571428,0.0714285714285714,0.0,-0.16666666666666663,0.10344827586206895,0.06666666666666665,0.0,51979.0,837.0,-14.0,-5.0,18.0,-29.0,-30.0,8.0,44219.0,855.0,-14.0,-5.0,17.0,-33.0,-32.0,8.0,37534.0,533.0,-17.0,-8.0,12.0,-35.0,-32.0,9.0,46418.0,863.0,-16.0,-7.0,25.0,-33.0,-32.0,9.0,True,1
2020-10-06,47085,787,3360.95,-15.0,-4.0,25.0,-32.0,-32.0,8.0,-0.013988024514247743,44627.57142857143,44627.57142857143,0.0,-0.19999999999999996,0.6666666666666667,0.0,0.0,0.0,39728.0,559.0,-15.0,-5.0,15.0,-32.0,-32.0,8.0,47368.0,839.0,-13.0,-2.0,21.0,-31.0,-30.0,8.0,44480.0,865.0,-16.0,-7.0,11.0,-35.0,-32.0,9.0,52077.0,873.0,-16.0,-8.0,25.0,-31.0,-31.0,8.0,True,0
2020-10-07,51348,906,3419.45,-15.0,-6.0,24.0,-33.0,-31.0,8.0,0.01740579300495404,46601.0,46601.0,0.0,0.5,-0.040000000000000036,0.03125,-0.03125,0.0,47085.0,787.0,-15.0,-4.0,25.0,-32.0,-32.0,8.0,51979.0,837.0,-14.0,-5.0,18.0,-29.0,-30.0,8.0,44219.0,855.0,-14.0,-5.0,17.0,-33.0,-32.0,8.0,37534.0,533.0,-17.0,-8.0,12.0,-35.0,-32.0,9.0,True,1
2020-10-08,60155,879,3446.83,-15.0,-5.0,29.0,-31.0,-31.0,9.0,0.008007135650470065,48840.28571428572,48840.28571428572,0.0,-0.16666666666666663,0.20833333333333326,-0.06060606060606055,0.0,0.125,51348.0,906.0,-15.0,-6.0,24.0,-33.0,-31.0,8.0,39728.0,559.0,-15.0,-5.0,15.0,-32.0,-32.0,8.0,47368.0,839.0,-13.0,-2.0,21.0,-31.0,-30.0,8.0,44480.0,865.0,-16.0,-7.0,11.0,-35.0,-32.0,9.0,True,1
2020-10-09,61065,886,3477.13,-16.0,-7.0,30.0,-29.0,-31.0,8.0,0.008790685934612519,51246.857142857145,51246.857142857145,0.06666666666666665,0.3999999999999999,0.034482758620689724,-0.06451612903225812,0.0,-0.11111111111111116,60155.0,879.0,-15.0,-5.0,29.0,-31.0,-31.0,9.0,47085.0,787.0,-15.0,-4.0,25.0,-32.0,-32.0,8.0,51979.0,837.0,-14.0,-5.0,18.0,-29.0,-30.0,8.0,44219.0,855.0,-14.0,-5.0,17.0,-33.0,-32.0,8.0,True,1
2020-10-12,47303,525,3534.22,-17.0,-9.0,9.0,-36.0,-37.0,10.0,0.016418713134107588,51237.57142857143,51237.57142857143,0.0625,0.2857142857142858,-0.7,0.24137931034482762,0.19354838709677424,0.25,61065.0,886.0,-16.0,-7.0,30.0,-29.0,-31.0,8.0,51348.0,906.0,-15.0,-6.0,24.0,-33.0,-31.0,8.0,39728.0,559.0,-15.0,-5.0,15.0,-32.0,-32.0,8.0,47368.0,839.0,-13.0,-2.0,21.0,-31.0,-30.0,8.0,True,1
2020-10-13,55883,766,3511.93,-17.0,-6.0,18.0,-33.0,-32.0,9.0,-0.006306907889152336,51795.28571428572,51795.28571428572,0.0,-0.33333333333333337,1.0,-0.08333333333333337,-0.1351351351351351,-0.09999999999999998,47303.0,525.0,-17.0,-9.0,9.0,-36.0,-37.0,10.0,60155.0,879.0,-15.0,-5.0,29.0,-31.0,-31.0,9.0,47085.0,787.0,-15.0,-4.0,25.0,-32.0,-32.0,8.0,51979.0,837.0,-14.0,-5.0,18.0,-29.0,-30.0,8.0,True,0
2020-10-14,60232,908,3488.67,-14.0,-6.0,25.0,-31.0,-30.0,9.0,-0.006623138843883547,54724.42857142857,54724.42857142857,-0.17647058823529416,0.0,0.38888888888888884,-0.06060606060606055,-0.0625,0.0,55883.0,766.0,-17.0,-6.0,18.0,-33.0,-32.0,9.0,61065.0,886.0,-16.0,-7.0,30.0,-29.0,-31.0,8.0,51348.0,906.0,-15.0,-6.0,24.0,-33.0,-31.0,8.0,39728.0,559.0,-15.0,-5.0,15.0,-32.0,-32.0,8.0,True,0
2020-10-15,67108,874,3483.34,-15.0,-5.0,23.0,-30.0,-31.0,9.0,-0.0015278028589691406,57584.857142857145,57584.857142857145,0.0714285714285714,-0.16666666666666663,-0.07999999999999996,-0.032258064516129004,0.03333333333333344,0.0,60232.0,908.0,-14.0,-6.0,25.0,-31.0,-30.0,9.0,47303.0,525.0,-17.0,-9.0,9.0,-36.0,-37.0,10.0,60155.0,879.0,-15.0,-5.0,29.0,-31.0,-31.0,9.0,47085.0,787.0,-15.0,-4.0,25.0,-32.0,-32.0,8.0,True,0
2020-10-16,72235,880,3483.81,-17.0,-8.0,8.0,-30.0,-31.0,9.0,0.00013492797142955482,60568.71428571428,60568.71428571428,0.1333333333333333,0.6000000000000001,-0.6521739130434783,0.0,0.0,0.0,67108.0,874.0,-15.0,-5.0,23.0,-30.0,-31.0,9.0,55883.0,766.0,-17.0,-6.0,18.0,-33.0,-32.0,9.0,61065.0,886.0,-16.0,-7.0,30.0,-29.0,-31.0,8.0,51348.0,906.0,-15.0,-6.0,24.0,-33.0,-31.0,8.0,True,1
2020-10-19,56160,625,3426.92,-18.0,-9.0,4.0,-33.0,-31.0,9.0,-0.016329822808936134,59998.0,59998.0,0.05882352941176472,0.125,-0.5,0.10000000000000009,0.0,0.0,72235.0,880.0,-17.0,-8.0,8.0,-30.0,-31.0,9.0,60232.0,908.0,-14.0,-6.0,25.0,-31.0,-30.0,9.0,47303.0,525.0,-17.0,-9.0,9.0,-36.0,-37.0,10.0,60155.0,879.0,-15.0,-5.0,29.0,-31.0,-31.0,9.0,True,0
2020-10-20,66236,901,3443.12,-17.0,-7.0,10.0,-32.0,-31.0,9.0,0.0047272769717412455,60736.71428571428,60736.71428571428,-0.05555555555555558,-0.2222222222222222,1.5,-0.030303030303030276,0.0,0.0,56160.0,625.0,-18.0,-9.0,4.0,-33.0,-31.0,9.0,67108.0,874.0,-15.0,-5.0,23.0,-30.0,-31.0,9.0,55883.0,766.0,-17.0,-6.0,18.0,-33.0,-32.0,9.0,61065.0,886.0,-16.0,-7.0,30.0,-29.0,-31.0,8.0,True,1
2020-10-21,68975,1171,3435.56,-16.0,-7.0,13.0,-32.0,-30.0,9.0,-0.002195682985199454,63832.71428571428,63832.71428571428,-0.05882352941176472,0.0,0.30000000000000004,0.0,-0.032258064516129004,0.0,66236.0,901.0,-17.0,-7.0,10.0,-32.0,-31.0,9.0,72235.0,880.0,-17.0,-8.0,8.0,-30.0,-31.0,9.0,60232.0,908.0,-14.0,-6.0,25.0,-31.0,-30.0,9.0,47303.0,525.0,-17.0,-9.0,9.0,-36.0,-37.0,10.0,True,0
